satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Departments ,salary
0.61,1.0,5,139,2,0,0,7,2
0.65,0.57,5,222,3,0,0,3,1
0.32,0.52,4,191,2,0,0,5,2
0.43,0.53,2,160,3,0,0,8,1
0.95,0.5,4,259,3,0,0,7,1
0.79,0.9,5,212,5,0,0,9,1
0.6,0.77,4,229,2,0,0,7,1
0.34,0.67,4,141,2,0,0,7,1
0.32,0.37,3,167,3,0,0,2,2
0.68,0.7,5,168,2,0,0,2,2
0.36,0.5,2,132,3,0,0,9,1
0.15,0.76,4,255,6,0,0,2,1
0.38,0.55,2,158,3,0,0,8,1
0.51,0.98,4,269,3,0,0,2,1
0.7,0.95,3,158,2,0,0,6,2
0.32,0.81,2,249,3,0,0,2,1
0.99,0.7,3,219,3,0,0,8,1
0.43,0.76,6,154,2,0,0,4,0
0.43,0.5,2,161,3,0,0,9,1
0.72,0.61,3,175,3,0,0,7,0
0.74,0.92,4,226,3,0,0,3,2
0.53,0.91,5,181,3,0,0,7,1
0.55,0.6,3,180,4,0,0,9,2
0.65,0.63,3,137,3,0,0,7,0
0.57,0.39,4,132,3,0,0,6,0
0.87,0.54,4,211,3,0,0,9,2
0.14,0.68,5,253,5,0,0,8,1
0.5,0.71,4,163,8,0,1,3,2
0.8,0.97,4,259,2,0,0,8,1
0.64,0.88,3,252,2,0,0,7,1
0.9,0.81,6,273,5,0,0,9,2
0.42,0.5,2,139,3,0,0,3,2
0.5,0.51,3,169,4,0,0,5,1
0.39,0.47,2,142,3,0,0,9,1
0.85,0.88,5,236,4,0,0,9,2
0.77,0.59,4,140,3,0,0,7,2
0.55,0.9,4,191,3,0,0,7,1
0.93,0.68,2,150,3,0,0,9,1
0.66,1.0,4,192,2,0,0,7,1
0.62,0.67,5,259,3,0,0,9,2
0.72,0.55,4,202,3,0,0,9,1
0.92,0.64,4,259,2,0,0,7,2
0.51,0.58,3,141,3,0,0,3,1
0.58,0.66,3,250,5,0,0,7,1
0.55,0.84,3,237,3,0,0,2,1
0.78,0.66,3,164,3,0,0,7,1
0.55,0.47,3,194,2,0,0,0,0
0.91,0.49,3,267,3,0,0,0,2
0.6,0.64,5,221,2,0,0,9,1
0.95,0.52,3,183,2,1,0,7,1
0.52,0.98,4,148,3,0,0,7,1
0.62,0.87,3,151,2,1,0,3,2
0.64,0.72,4,254,3,0,0,8,1
0.62,0.51,4,208,2,1,0,7,1
0.2,0.53,5,272,5,0,0,6,1
0.14,0.73,6,237,5,0,0,0,2
0.58,0.72,4,170,2,0,0,7,2
0.93,0.62,3,231,6,0,0,3,2
0.75,0.6,4,186,10,1,0,5,1
0.91,0.75,4,159,3,1,0,8,1
0.91,0.91,3,167,3,0,0,5,2
0.88,0.61,4,177,4,1,0,8,1
0.54,0.44,3,153,2,0,0,9,1
0.4,0.47,2,146,3,0,0,7,2
0.44,0.83,4,210,2,0,0,0,2
0.31,0.59,3,176,3,0,0,9,2
0.84,0.65,3,269,2,0,0,7,1
0.38,0.46,2,145,3,0,0,3,2
0.89,0.91,3,264,3,1,0,9,1
0.91,0.97,4,183,3,0,0,8,1
0.68,0.79,4,273,4,0,0,6,1
0.5,0.56,3,164,3,0,0,2,2
0.16,0.97,6,235,3,0,0,9,1
0.72,0.49,4,148,2,0,0,0,1
0.38,0.53,2,157,3,0,0,7,1
0.57,0.69,4,255,3,0,0,3,2
0.18,0.99,4,160,5,0,0,2,1
0.9,0.53,3,215,3,0,0,5,1
0.66,0.68,4,269,3,1,0,8,1
0.65,0.83,4,218,3,0,0,3,1
0.09,0.83,6,282,4,0,0,9,2
0.93,0.87,3,154,3,1,0,0,1
0.56,0.39,3,106,8,0,0,4,0
0.96,0.6,3,160,10,0,0,8,2
0.37,0.46,2,140,3,0,0,8,1
0.57,0.77,4,245,3,0,0,6,2
0.8,0.78,5,266,3,0,0,1,1
0.5,0.74,4,272,5,0,0,2,1
0.99,0.9,4,177,3,0,0,1,1
0.5,0.52,4,178,3,0,0,7,2
0.43,0.47,2,135,3,0,0,7,1
0.13,0.43,4,165,5,0,0,7,1
0.96,0.62,5,185,3,0,0,7,1
0.84,0.86,5,268,5,0,0,5,2
0.59,0.63,4,153,3,1,0,7,1
0.89,0.92,4,165,5,0,0,3,2
0.68,0.89,3,241,3,0,0,3,1
0.55,0.65,4,170,4,0,0,7,1
0.88,1.0,5,219,5,0,0,9,1
0.91,0.89,4,260,3,0,0,7,1
0.99,0.76,4,185,5,0,0,9,1
0.73,0.53,4,139,2,0,0,0,2
0.92,0.91,3,228,2,0,1,5,2
0.57,0.96,4,177,2,0,0,9,1
0.74,0.37,6,200,3,0,0,6,1
0.69,0.79,3,207,3,0,0,9,2
0.98,0.53,5,238,3,0,0,9,2
0.84,0.98,4,246,3,0,0,7,2
0.41,0.48,6,165,4,0,0,0,2
0.71,0.54,3,249,3,0,0,5,2
0.86,0.96,5,246,3,0,0,8,2
0.87,0.93,4,268,2,0,0,7,1
0.66,0.6,3,210,2,0,0,7,1
0.77,0.57,4,203,3,1,0,8,0
0.41,0.48,2,136,3,0,0,5,2
0.9,0.68,3,135,3,0,0,1,1
0.73,0.62,4,247,4,0,0,7,1
0.36,0.48,2,158,3,0,0,0,1
0.11,0.79,6,292,4,0,0,0,1
0.83,0.79,4,270,3,1,0,8,2
0.46,0.53,2,147,3,0,0,7,1
0.6,0.83,2,189,2,0,0,1,1
0.9,0.99,4,190,2,0,0,7,1
0.34,0.6,4,154,2,0,0,3,1
0.41,0.46,2,128,3,0,0,2,1
0.46,0.55,3,139,2,0,0,7,2
0.1,0.8,7,281,4,0,0,9,1
0.78,0.99,4,255,6,0,0,7,1
0.51,1.0,4,197,2,0,0,1,1
0.59,0.67,6,126,3,0,0,9,2
0.37,0.54,2,157,3,0,0,8,1
0.1,0.87,6,248,4,0,0,7,1
0.92,0.78,4,177,2,0,0,8,2
0.71,0.74,3,163,3,1,0,5,2
0.95,0.53,4,143,3,0,0,8,1
0.1,0.89,6,247,4,0,0,9,1
0.49,0.86,5,235,5,0,0,9,1
0.58,0.95,4,173,3,0,0,8,2
0.74,0.61,3,228,2,1,0,0,1
0.67,0.57,5,215,4,0,0,9,1
0.86,1.0,5,229,5,0,0,6,1
0.47,0.55,5,207,3,0,0,8,1
0.58,0.64,2,249,2,0,0,9,1
0.76,0.65,3,220,3,0,0,7,1
0.82,0.71,3,150,3,0,0,8,2
0.17,0.5,4,267,6,0,0,8,0
0.41,0.5,2,153,3,0,0,7,1
0.11,0.89,6,260,5,0,0,7,1
0.68,0.71,3,237,3,0,0,0,1
0.61,0.45,3,114,3,0,0,7,0
0.92,0.57,3,191,3,0,0,8,1
0.36,0.89,3,197,6,0,0,3,2
0.48,0.7,3,213,10,0,0,7,2
0.88,0.58,4,215,2,0,0,7,1
0.22,0.7,4,225,4,0,0,7,2
0.45,0.6,6,176,4,0,0,7,2
0.11,0.84,6,287,4,0,0,2,2
0.81,0.79,4,177,2,0,0,3,0
0.81,0.98,5,245,5,0,0,0,1
0.91,0.97,5,233,5,0,0,3,2
0.78,0.69,4,202,3,0,0,6,1
0.8,0.94,3,150,3,0,0,9,2
0.1,0.84,6,246,4,0,0,3,2
0.83,0.92,5,267,6,0,0,8,1
0.38,0.67,2,117,3,0,0,9,1
0.24,0.79,2,175,5,0,0,0,1
0.11,0.84,6,300,5,1,0,8,1
0.92,0.97,4,199,3,0,0,8,1
0.89,0.87,5,255,5,0,0,1,2
0.1,0.9,7,290,4,0,0,7,1
0.2,0.75,3,235,4,0,0,9,0
0.72,0.92,3,242,8,0,0,7,2
0.89,0.65,5,195,6,0,0,8,1
0.88,0.67,5,264,3,0,0,6,2
0.79,0.82,3,98,3,1,0,3,1
0.62,0.64,3,240,2,0,0,9,2
0.7,0.95,5,234,6,1,0,7,2
0.86,0.85,3,254,3,0,0,9,2
0.69,0.56,3,240,2,0,0,8,2
0.57,0.72,4,275,6,0,0,9,2
0.74,0.74,5,160,3,1,0,7,0
0.37,0.7,2,188,2,0,0,7,0
0.42,1.0,3,202,3,0,0,7,2
0.91,0.62,4,158,3,1,0,7,2
0.76,0.6,5,279,2,0,0,7,2
0.73,0.62,3,181,3,0,0,7,1
0.99,0.77,5,222,2,0,0,2,2
0.79,0.97,5,187,3,0,0,8,1
0.67,0.87,5,254,2,0,0,8,1
0.1,0.8,6,292,4,0,0,7,2
0.09,0.93,6,249,4,0,0,7,1
0.64,0.38,5,122,4,0,0,7,1
0.78,0.53,6,168,3,0,0,7,1
0.45,0.49,2,151,3,0,0,3,1
0.56,0.88,4,248,2,0,0,7,2
0.77,0.85,5,221,5,0,0,9,1
0.52,0.62,5,239,2,0,0,7,2
0.24,0.48,4,145,3,1,0,9,0
0.69,0.43,5,113,8,0,0,9,2
0.53,0.59,4,259,3,0,0,7,1
0.83,0.98,4,259,5,0,0,8,2
0.82,0.81,4,233,4,1,0,8,1
0.93,0.49,3,211,2,0,0,9,2
0.18,0.67,5,285,5,0,0,2,1
0.9,0.49,3,259,6,0,0,0,2
0.81,0.85,4,251,6,0,0,3,2
0.88,0.5,3,206,2,0,0,1,2
0.69,0.58,4,149,3,0,1,5,2
0.95,0.65,3,155,2,1,0,7,2
0.51,0.58,4,140,2,1,0,6,1
0.78,0.66,4,214,2,0,0,9,1
0.7,0.97,4,244,3,0,0,7,2
0.73,0.98,5,272,2,0,0,5,1
0.41,0.55,2,148,3,0,0,7,1
0.1,0.89,7,253,4,0,0,8,1
0.69,0.7,4,169,2,0,0,7,1
0.93,0.56,3,266,2,0,0,0,1
0.5,0.75,4,239,2,0,0,2,1
0.85,0.67,3,176,2,0,0,0,2
0.66,0.67,2,255,3,0,0,9,1
0.11,0.8,6,304,4,0,0,2,1
0.37,0.41,2,113,3,0,1,1,2
0.57,0.7,3,210,2,0,0,8,2
0.81,0.84,5,258,5,0,0,8,2
0.55,0.6,3,180,4,0,0,9,2
0.19,0.98,5,226,4,1,0,2,1
0.55,0.63,5,184,4,0,0,5,2
0.78,0.81,4,232,3,0,0,7,2
0.43,0.52,2,158,3,0,0,7,2
0.76,0.99,3,133,4,0,0,7,1
0.32,0.86,4,214,5,0,0,7,2
0.64,0.61,4,191,4,0,0,0,1
0.69,0.66,3,215,6,0,0,7,0
0.91,0.98,4,146,3,0,0,2,1
0.44,0.45,3,133,2,1,0,8,2
0.37,0.55,2,152,3,0,0,9,2
0.65,0.48,4,144,3,0,0,2,1
0.6,0.7,4,145,6,0,0,0,1
0.96,0.72,3,157,3,0,0,7,2
0.6,0.8,4,253,2,0,0,9,1
0.39,0.51,2,132,3,0,0,8,2
0.7,0.77,4,266,2,0,0,9,1
0.94,0.85,4,180,4,0,0,7,2
0.43,0.46,2,186,2,0,0,6,1
0.81,0.99,4,259,5,0,0,7,1
0.37,0.51,2,128,3,0,0,9,2
0.41,0.48,2,148,3,0,0,7,1
0.65,0.63,3,237,3,0,0,3,2
0.95,0.63,3,153,2,0,0,7,1
0.63,0.96,4,167,2,0,0,9,2
0.53,0.51,6,272,5,0,0,9,2
0.95,0.8,3,225,2,0,0,7,0
0.68,0.7,3,209,3,0,0,9,0
0.11,0.8,7,296,4,0,0,7,1
0.29,0.75,6,271,10,0,0,7,2
0.89,1.0,5,224,5,0,0,7,1
0.91,0.98,4,242,6,0,0,8,1
0.54,0.83,6,165,6,0,0,8,1
1.0,0.93,5,182,3,1,0,8,2
0.78,0.59,5,236,3,0,0,9,0
0.1,0.87,6,254,5,0,0,8,1
0.9,0.88,4,205,2,0,0,7,1
0.52,0.89,3,188,6,0,0,5,2
0.72,0.58,5,147,3,1,0,7,2
0.4,0.46,2,132,3,0,0,6,1
0.43,0.49,2,135,3,0,0,2,2
0.87,0.62,3,176,3,0,0,2,0
0.1,0.83,7,302,5,0,0,0,2
0.77,0.58,2,247,2,1,0,1,2
0.48,0.51,4,201,4,0,0,8,1
0.92,0.83,4,268,4,0,0,7,1
0.12,0.39,5,161,4,0,0,0,1
0.4,0.52,2,155,3,0,0,5,1
0.36,0.73,4,276,2,0,0,7,2
0.52,0.96,4,170,2,0,0,7,1
0.5,0.48,3,163,4,0,0,2,1
0.41,0.48,2,139,3,0,0,9,1
0.97,0.63,5,258,2,0,0,0,2
0.84,0.92,4,234,5,0,0,7,1
0.53,0.97,4,249,3,0,0,7,2
0.38,0.94,5,252,5,0,0,7,1
0.4,0.5,2,136,3,0,0,5,1
0.44,0.53,2,152,3,0,0,0,2
0.3,0.51,2,178,3,0,0,7,1
0.83,0.57,2,222,2,0,0,7,2
0.34,0.87,6,175,4,0,0,1,1
0.9,0.95,5,275,3,0,0,4,1
0.59,0.48,5,267,3,0,0,9,2
0.56,0.48,5,192,2,1,0,9,2
0.48,0.42,2,275,6,1,1,3,2
0.98,0.61,4,265,2,1,0,9,2
0.78,0.8,3,256,2,0,0,0,2
0.86,0.87,3,268,2,0,0,7,0
0.65,0.74,4,233,4,1,0,4,1
0.96,0.62,4,253,7,0,0,7,2
0.77,0.68,3,98,3,0,0,8,2
0.8,1.0,3,177,2,0,0,9,2
0.83,0.95,5,258,5,0,0,9,1
0.64,0.9,5,266,3,0,0,8,1
0.81,0.87,5,241,3,0,0,2,1
0.74,1.0,5,275,5,0,0,7,1
0.6,0.81,2,214,3,0,0,3,0
0.51,0.87,2,130,4,0,0,7,2
0.6,0.79,4,262,3,0,0,7,1
0.11,0.86,6,286,4,0,0,8,1
0.36,0.52,2,146,3,0,0,7,2
0.69,0.94,5,259,2,0,0,0,2
0.89,0.96,5,221,5,0,0,9,1
0.39,0.49,2,144,3,0,0,5,2
0.66,0.62,4,250,2,0,0,1,2
0.67,0.94,2,192,3,0,0,6,1
0.76,0.51,4,242,3,0,0,7,2
0.65,0.7,3,141,4,0,0,8,1
0.39,0.48,2,151,3,0,0,8,1
0.51,0.5,5,251,3,1,0,7,1
0.97,0.69,4,203,2,0,0,4,1
0.72,0.64,4,140,2,0,0,7,1
0.51,0.66,4,182,2,0,0,7,2
0.69,0.86,5,195,6,0,0,4,0
0.26,0.45,5,187,2,0,0,7,1
0.75,0.87,4,193,3,0,0,7,2
0.99,0.48,5,202,2,0,0,7,2
0.97,0.38,5,211,7,1,0,7,2
0.11,0.95,7,300,4,0,0,4,2
0.68,0.8,2,257,2,1,0,7,1
0.67,0.8,4,190,4,0,0,9,2
0.36,0.61,4,166,4,0,0,9,1
0.7,0.77,4,245,2,0,0,7,1
0.74,0.98,3,166,3,1,1,4,0
0.47,0.51,6,190,5,0,1,1,2
0.57,0.55,4,177,8,0,0,7,1
0.43,0.48,2,157,3,0,0,7,2
0.14,0.79,5,271,4,0,0,4,0
0.57,0.82,5,233,7,0,1,7,2
0.54,0.94,6,294,3,0,0,7,2
0.98,0.92,3,254,3,0,0,9,0
0.8,0.65,4,172,3,1,0,2,1
0.83,0.71,3,234,4,0,0,2,0
0.74,0.83,4,142,3,0,0,0,2
0.43,0.39,5,198,5,0,0,1,2
0.1,0.77,5,276,4,0,0,8,1
0.93,0.84,3,237,4,1,0,7,1
0.65,0.85,4,201,10,0,0,8,1
0.96,0.61,4,158,6,0,0,9,2
0.82,0.85,3,214,2,0,0,8,0
0.78,0.72,4,219,3,0,0,3,2
0.57,0.72,3,206,3,0,0,7,2
0.71,0.56,4,238,4,0,0,6,2
0.91,0.97,5,233,5,0,0,3,2
0.8,0.88,3,154,2,0,0,6,2
0.63,0.83,4,159,2,0,0,5,1
0.69,0.86,4,214,2,0,0,8,0
0.63,0.49,4,151,3,0,0,9,2
0.85,0.54,3,185,10,0,1,4,0
0.48,0.56,2,151,3,0,0,3,2
0.51,0.96,3,192,3,0,0,7,2
0.44,0.44,2,141,7,1,1,4,0
0.63,0.94,3,172,3,0,0,4,2
0.48,0.55,3,228,2,0,0,8,1
0.84,0.93,4,251,5,0,0,9,2
0.88,0.66,4,275,3,0,0,7,2
0.76,0.74,4,187,3,0,0,8,2
0.68,0.57,5,187,4,0,0,9,0
1.0,0.81,3,168,4,0,0,8,1
0.83,0.57,3,232,4,0,0,3,2
0.73,0.56,3,215,3,0,0,6,2
0.55,0.43,3,120,6,1,0,2,2
0.87,0.98,4,248,5,0,0,7,1
0.91,0.56,4,270,2,0,0,5,2
0.26,0.9,4,266,5,0,0,9,2
0.63,0.61,4,171,3,0,0,7,1
0.87,0.88,5,231,6,0,0,7,2
0.42,0.54,2,143,3,0,0,6,0
0.34,0.46,3,155,10,0,0,6,2
0.51,0.89,6,170,4,0,0,3,1
0.87,1.0,5,261,5,1,0,9,2
0.4,0.46,2,155,3,0,0,8,2
0.42,0.47,2,139,3,1,0,0,2
0.8,0.79,5,240,2,0,0,8,1
0.57,0.49,4,247,2,0,0,4,1
0.78,0.71,3,249,5,0,0,5,2
0.7,0.56,5,208,3,0,0,9,2
0.16,0.7,3,178,3,1,0,9,1
0.93,0.91,2,238,2,1,0,7,1
0.5,0.95,5,137,3,0,0,9,1
0.6,0.45,3,104,4,0,0,0,1
0.93,0.73,4,168,2,0,0,6,2
0.74,0.63,3,231,3,0,0,9,1
0.58,0.96,5,143,2,0,0,7,1
0.56,0.76,3,237,3,0,0,9,2
0.63,0.79,5,215,2,1,0,2,2
0.3,0.66,4,119,3,0,0,9,1
0.67,0.92,5,258,3,0,0,9,0
0.92,0.93,4,225,2,0,1,1,2
0.49,0.98,3,267,2,0,0,9,1
0.73,0.88,4,148,2,0,0,8,1
0.92,0.51,3,223,2,0,0,7,2
0.85,0.89,4,251,2,0,0,8,1
0.65,0.52,4,266,3,1,0,0,2
0.65,0.7,3,243,3,0,0,7,2
0.37,0.72,3,121,2,0,0,7,1
0.61,0.73,5,156,4,0,0,7,1
0.11,0.85,7,275,4,0,0,8,2
0.72,0.87,4,154,2,1,0,2,2
0.53,0.99,3,223,10,0,0,5,1
0.82,0.93,3,160,3,0,0,3,1
0.61,0.6,3,255,2,0,0,1,2
0.81,0.51,3,273,2,1,0,8,1
0.42,0.96,6,173,3,0,0,7,2
0.89,0.63,4,270,3,1,0,7,2
0.97,0.97,5,171,2,0,0,7,0
0.59,0.54,4,178,2,0,0,8,2
0.55,0.81,3,239,8,0,0,2,0
0.94,0.89,4,239,3,0,0,9,2
0.8,0.77,4,194,3,0,0,2,2
0.59,0.89,5,169,2,1,0,5,1
0.09,0.94,6,308,4,0,0,9,1
0.54,0.95,4,256,3,0,0,8,1
0.81,0.68,4,179,3,0,0,8,1
0.58,0.86,5,206,3,0,0,8,1
0.61,0.87,4,151,3,0,0,3,2
0.44,0.54,2,133,3,0,0,9,1
0.53,0.57,4,250,3,1,0,6,1
0.79,0.61,4,173,2,0,0,6,1
0.72,0.81,4,144,2,0,0,0,1
0.65,0.76,4,193,2,0,0,3,2
0.91,0.49,2,180,3,0,0,8,1
0.92,0.83,4,268,4,0,0,7,1
0.93,0.58,3,215,3,0,0,7,2
0.42,0.56,2,134,3,0,0,8,1
0.83,0.74,3,221,2,0,0,8,2
0.8,0.95,5,217,5,0,0,8,1
0.36,0.52,2,143,3,0,0,2,2
0.36,0.5,2,132,3,0,0,4,1
0.11,0.93,4,295,3,0,0,9,1
0.55,0.49,3,191,3,0,0,0,2
0.93,0.62,4,142,2,0,0,0,2
0.84,0.93,6,166,4,0,0,9,1
0.95,0.68,5,225,3,0,0,7,2
0.42,0.53,2,142,3,0,0,7,1
0.57,0.7,3,172,3,0,0,9,1
0.5,0.65,3,215,2,0,0,9,1
0.1,0.77,6,265,4,0,0,7,1
0.5,0.59,4,214,3,1,0,9,1
0.17,0.59,5,250,5,0,0,5,1
0.5,0.55,4,148,3,1,0,3,1
0.17,0.61,3,241,5,1,0,9,1
0.6,0.97,4,219,4,1,0,3,1
0.73,0.73,5,249,3,0,0,9,2
0.26,0.71,6,189,2,0,0,5,0
0.72,0.93,4,148,2,0,0,7,1
0.78,0.91,3,166,2,1,0,6,1
0.58,0.97,2,216,3,0,0,2,0
0.75,0.53,4,251,3,0,0,3,1
0.5,0.78,6,138,3,0,0,7,2
0.75,0.61,3,263,3,0,0,7,1
0.33,0.96,5,97,3,0,0,8,2
0.38,0.49,2,135,3,0,0,2,1
0.93,0.63,3,160,4,1,0,7,1
0.7,0.89,3,183,5,0,0,8,1
0.41,0.57,2,154,3,0,0,0,2
0.87,0.65,4,246,2,1,0,7,1
0.38,0.81,5,128,3,1,0,2,1
0.7,0.63,3,209,3,0,0,9,1
0.68,0.96,4,255,3,0,0,0,2
0.52,0.63,3,225,3,0,0,3,2
0.99,0.68,4,235,3,0,0,6,1
0.13,0.84,5,189,5,0,0,9,1
0.11,0.88,5,250,4,0,0,1,2
0.81,0.55,4,217,8,0,0,2,2
0.44,0.52,2,137,3,0,0,9,2
0.5,0.7,3,274,3,0,0,5,1
0.5,0.85,4,272,2,0,0,8,2
0.85,1.0,4,225,5,0,0,9,1
0.1,0.87,7,289,4,0,0,7,1
0.9,0.84,2,199,3,0,0,7,1
0.37,0.52,4,151,2,0,0,8,2
0.61,0.38,2,268,3,0,0,7,1
0.28,0.89,4,97,6,0,0,4,1
0.87,0.68,5,236,4,0,0,7,0
0.72,0.92,3,264,3,0,0,9,1
0.19,0.91,5,145,3,0,0,4,1
0.1,0.98,6,268,4,0,0,8,1
0.5,0.69,5,172,2,0,0,0,2
0.38,0.5,2,152,3,0,0,7,0
0.7,0.53,4,152,3,0,0,9,1
0.84,1.0,5,234,5,0,0,9,2
0.46,0.54,3,183,4,0,0,9,2
0.19,0.36,3,167,5,0,0,7,1
0.73,0.49,3,248,3,0,0,7,1
0.6,0.58,3,201,3,0,0,7,2
0.75,0.88,5,270,5,0,0,0,0
0.8,0.81,5,248,2,1,0,1,1
0.55,0.49,2,180,5,1,0,9,1
0.52,0.77,4,134,4,0,0,9,1
0.72,0.8,3,213,3,0,0,9,0
0.69,0.61,2,141,3,0,0,9,2
0.52,0.7,4,247,5,0,0,0,2
0.5,0.55,2,128,3,0,0,7,1
0.93,0.81,3,212,3,0,0,9,2
0.62,0.95,4,140,2,0,0,2,1
0.42,0.48,2,155,3,0,0,3,2
0.22,0.62,6,142,3,0,0,0,1
0.65,1.0,4,229,4,0,0,6,1
0.64,0.9,6,252,2,0,0,7,1
0.85,0.8,4,200,2,0,0,5,1
0.48,0.74,2,157,2,1,0,7,2
0.24,0.6,4,195,5,0,0,7,2
0.36,0.56,2,132,3,0,0,0,2
0.67,0.93,5,133,2,0,0,7,2
0.74,0.84,3,206,3,0,0,1,1
0.72,0.58,4,149,3,0,0,6,1
0.51,0.8,4,198,6,0,0,5,2
0.11,0.94,7,244,4,0,0,4,2
0.49,0.65,3,226,3,0,0,7,2
0.59,0.47,3,159,4,0,0,6,1
0.34,0.65,2,165,4,0,0,6,1
0.57,0.76,3,200,2,0,0,8,1
0.96,0.54,5,161,3,1,0,2,0
0.66,0.75,4,203,3,1,0,0,1
0.46,0.53,2,161,3,0,0,7,1
0.42,0.48,2,148,3,1,0,1,1
0.73,0.89,5,223,3,0,0,7,1
0.64,0.85,3,250,3,0,0,5,1
0.11,0.91,6,308,4,1,0,0,1
0.15,0.62,4,257,3,0,0,3,1
0.87,0.71,5,244,2,0,0,0,1
0.54,0.72,5,206,4,0,0,7,0
0.97,0.89,4,208,2,1,0,9,1
0.81,0.77,5,251,2,0,0,7,1
0.55,0.98,2,144,2,0,0,3,2
0.45,0.5,2,150,3,0,0,8,1
0.36,0.52,2,146,3,0,0,7,2
0.61,0.82,3,271,3,0,0,8,1
0.98,0.91,3,188,4,0,0,2,2
0.4,0.46,2,143,3,0,0,9,0
0.75,0.7,4,179,2,0,0,5,1
0.73,0.85,5,224,4,0,0,0,1
0.19,0.58,4,173,5,0,0,2,2
0.4,0.62,4,127,5,0,0,2,1
0.84,0.96,6,155,5,0,0,6,2
0.11,0.97,6,260,4,0,0,9,1
0.91,0.68,4,178,3,1,0,7,2
0.48,0.81,4,248,2,0,0,1,2
0.38,0.5,2,152,3,0,0,7,0
0.1,0.85,6,283,4,0,0,7,2
0.96,0.74,5,244,2,1,0,0,1
0.44,0.56,2,145,3,0,0,8,2
0.41,0.52,2,159,3,0,0,7,1
0.49,0.54,4,247,3,1,0,7,2
0.69,0.98,3,261,4,0,0,7,2
0.53,0.82,3,133,3,0,0,3,2
0.86,0.84,5,254,5,0,0,6,2
0.59,0.61,3,210,2,0,0,7,2
0.38,0.56,2,161,3,0,0,1,2
0.09,0.79,6,293,5,0,0,7,1
0.37,0.46,2,157,3,0,0,0,1
0.84,0.81,4,152,2,1,0,6,2
0.17,0.85,6,245,5,0,0,7,2
0.99,0.95,3,153,4,0,0,5,0
0.43,0.49,2,131,3,0,0,1,0
0.41,0.7,4,177,3,0,0,9,2
0.8,0.56,2,204,3,0,0,7,0
0.21,0.98,6,208,5,1,0,6,1
0.24,0.54,6,193,4,0,0,8,2
0.99,0.64,3,183,3,0,0,3,2
0.3,0.39,3,175,3,0,0,7,2
0.58,0.49,3,167,3,0,0,0,2
0.45,0.47,2,160,3,0,0,7,1
0.63,0.51,3,126,6,0,0,9,1
0.66,0.77,4,188,2,0,0,9,1
0.81,0.9,4,270,10,0,0,2,2
0.64,0.99,4,180,4,0,0,6,2
0.13,0.9,5,264,6,0,0,9,0
0.72,0.68,3,135,4,0,0,7,2
0.11,0.92,6,260,4,0,0,8,1
0.57,0.78,4,143,3,0,0,4,2
0.94,0.49,2,250,5,0,0,8,1
0.72,0.68,5,266,4,0,0,7,2
0.7,0.79,4,240,2,0,0,8,2
0.84,0.54,4,179,2,0,0,9,1
0.58,0.91,4,173,4,0,0,7,1
0.76,0.72,4,266,3,0,0,0,2
0.5,0.73,3,148,3,0,0,2,1
0.42,0.47,2,135,3,0,0,7,1
0.52,0.44,3,119,2,0,0,7,1
0.76,0.45,4,147,2,0,0,6,2
0.52,0.84,2,226,3,0,0,1,1
0.88,0.66,4,218,4,1,0,5,1
0.74,0.79,5,237,4,0,0,6,1
0.59,0.92,4,196,2,0,0,1,2
0.7,0.87,5,239,3,0,0,3,2
0.45,0.51,2,149,3,0,0,2,1
0.65,0.52,2,117,10,1,0,8,1
0.47,0.43,4,246,3,0,0,8,1
0.82,0.89,5,217,5,0,0,7,0
0.17,0.75,3,188,4,0,0,9,1
0.78,0.6,2,206,2,0,0,5,1
0.78,0.97,4,142,3,0,0,7,1
0.78,0.44,3,97,4,0,0,0,2
0.5,0.65,4,266,3,1,0,7,2
0.94,0.89,2,118,4,0,0,8,2
0.79,0.66,3,154,4,0,0,8,2
0.9,0.98,5,148,4,0,0,7,2
0.65,0.66,3,164,2,0,0,7,1
0.57,0.76,3,195,3,0,0,9,2
0.62,0.82,3,204,10,0,0,2,2
0.88,0.56,4,243,4,0,0,2,2
0.91,0.84,5,265,5,0,0,9,2
0.63,0.66,3,256,4,1,0,1,1
0.53,0.73,3,163,3,1,0,0,1
0.79,0.87,3,232,2,0,0,8,1
0.86,1.0,4,250,6,0,0,8,2
0.53,0.51,4,181,3,0,0,8,1
0.78,0.59,3,212,2,0,0,9,1
0.94,0.86,3,150,2,0,0,9,1
0.85,0.98,5,156,2,0,0,1,1
0.48,0.61,3,251,3,0,0,8,2
0.73,0.76,2,166,3,0,0,9,1
0.84,0.53,3,210,4,1,0,5,2
0.61,0.63,4,146,4,1,0,7,1
0.37,0.52,2,159,3,0,0,7,1
0.88,0.91,4,233,4,0,0,9,0
0.11,0.93,6,294,4,0,0,7,2
0.81,0.51,3,162,2,0,0,0,2
0.43,0.6,3,138,3,0,1,1,2
0.88,0.95,4,234,3,0,0,0,1
0.85,0.39,4,239,4,0,0,8,1
0.21,0.58,7,203,5,0,0,8,2
0.98,0.58,3,183,3,0,0,7,1
0.44,0.55,2,135,3,0,0,8,1
0.98,0.68,4,154,3,0,0,7,1
0.51,0.53,3,201,2,0,0,7,1
